,CustomerID,prob_churn,prob_not_churn,Final Prediction
4411,3462-BJQQA,0.7157192774922316,0.28428072250776837,1
2647,6357-JJPQT,0.7120062071088264,0.28799379289117355,1
5029,6229-LSCKB,0.7107382881002579,0.28926171189974215,1
3739,5995-SNNEW,0.7103567828822973,0.2896432171177027,1
3162,4123-DVHPH,0.7091790704451875,0.29082092955481254,1
3525,0018-NYROU,0.7089356921740846,0.2910643078259154,1
3500,6583-KQJLK,0.7089139662894496,0.2910860337105504,1
4973,1754-GKYPY,0.7082008761037704,0.29179912389622964,1
713,5382-SOYZL,0.7072094902120691,0.29279050978793086,1
2612,2254-DLXRI,0.7068479093864508,0.2931520906135492,1
1395,1636-NTNCO,0.7068120094949487,0.2931879905050513,1
4645,8873-GLDMH,0.7063993880478199,0.2936006119521801,1
363,9094-AZPHK,0.706120423778476,0.29387957622152405,1
2466,0840-DFEZH,0.7057422488067647,0.2942577511932353,1
2289,6860-YRJZP,0.7056002801211325,0.2943997198788675,1
4624,2985-FMWYF,0.7050893702491087,0.29491062975089133,1
4880,3411-WLRSQ,0.7047172201675874,0.2952827798324126,1
1649,1393-IMKZG,0.7046425899736548,0.2953574100263452,1
919,6507-ZJSUR,0.704199606780057,0.295800393219943,1
4179,3841-CONLJ,0.7033118493824637,0.2966881506175363,1
2682,3878-AVSOQ,0.7032307406422332,0.29676925935776677,1
1496,8309-IEYJD,0.7029932065838089,0.2970067934161911,1
3876,3338-CVVEH,0.7027619310922211,0.29723806890777893,1
4943,1173-XZPYF,0.7027529982205807,0.2972470017794193,1
2891,4647-MUZON,0.7026345170527482,0.29736548294725185,1
1793,9603-OAIHC,0.7025616566667393,0.2974383433332607,1
2562,9402-ORRAH,0.7015367680054659,0.29846323199453406,1
4484,9605-WGJVW,0.7009824342509505,0.2990175657490495,1
3769,8541-QVFKM,0.6978346409071637,0.30216535909283626,1
4858,9696-RMYBA,0.697451159457389,0.302548840542611,1
2930,1200-TUZHR,0.6971509243708236,0.3028490756291764,1
1538,8087-LGYHQ,0.6971070423379002,0.3028929576620998,1
1269,6407-UTSLV,0.6963387085670935,0.30366129143290654,1
4627,3422-GALYP,0.6955488702055725,0.30445112979442746,1
4069,5044-LRQAQ,0.6939815058090142,0.3060184941909858,1
2595,3199-XGZCY,0.6937712866567971,0.3062287133432029,1
1353,3030-YDNRM,0.6936382058857445,0.30636179411425546,1
1228,5405-ZMYXQ,0.6922354999888399,0.30776450001116007,1
4511,3317-VLGQT,0.6921247372548384,0.30787526274516164,1
506,5760-IFJOZ,0.6920660310974528,0.3079339689025472,1
398,5348-CAGXB,0.6920463102444256,0.30795368975557436,1
3455,9360-OMDZZ,0.6920376053911292,0.30796239460887076,1
1775,7176-WIONM,0.6917942890405179,0.3082057109594821,1
4260,4815-GBTCD,0.6917356759469567,0.30826432405304327,1
3072,9741-YLNTD,0.6908960028758423,0.3091039971241577,1
3426,7402-EYFXX,0.6905497940617975,0.3094502059382025,1
3730,7354-OIJLX,0.6904348280454615,0.3095651719545385,1
688,4301-VVZKA,0.6903069672589568,0.3096930327410432,1
1091,9290-SHCMB,0.6900086499167344,0.3099913500832656,1
3001,2688-BHGOG,0.6894807947604477,0.31051920523955234,1
2937,6986-IXNDM,0.6890223825095784,0.31097761749042163,1
653,3050-GBUSH,0.6886169111805513,0.31138308881944865,1
2928,0432-CAJZV,0.6883471573451915,0.3116528426548085,1
3257,0848-ZGQIJ,0.6882075280540628,0.3117924719459372,1
3806,5928-QLDHB,0.6876482591624532,0.3123517408375468,1
2390,0928-JMXNP,0.6875163389524018,0.31248366104759817,1
3528,0480-BIXDE,0.6872016340779119,0.3127983659220881,1
1224,1219-NNDDO,0.6862797541127081,0.31372024588729186,1
4344,1628-BIZYP,0.6856735927551035,0.31432640724489647,1
1543,7206-PQBBZ,0.6850884498198861,0.31491155018011385,1
4537,3427-GGZZI,0.6834033136703855,0.31659668632961446,1
1027,8714-CTZJW,0.6828871365528684,0.31711286344713163,1
2499,9617-INGJY,0.6827517053439304,0.31724829465606963,1
2460,1640-PLFMP,0.6827049712764527,0.3172950287235473,1
999,0196-JTUQI,0.6825902419876196,0.31740975801238036,1
1765,6734-GMPVK,0.6823692775169947,0.3176307224830053,1
0,7590-VHVEG,0.6822930065772005,0.3177069934227995,1
4717,5119-NZPTV,0.681889056370077,0.318110943629923,1
221,6851-WEFYX,0.6818637931456581,0.31813620685434185,1
3308,7465-ZZRVX,0.6810198371836045,0.3189801628163955,1
2185,2674-MIAHT,0.6810109272220265,0.3189890727779735,1
2854,7392-YYPYJ,0.6803869836911929,0.3196130163088071,1
2161,5542-TBBWB,0.6803404824947237,0.3196595175052763,1
3792,1078-TDCRN,0.6798426232849863,0.32015737671501365,1
3430,5032-MIYKT,0.679645054137772,0.320354945862228,1
661,2123-AGEEN,0.6794786748052309,0.32052132519476906,1
2263,5652-MSDEY,0.678719942204396,0.321280057795604,1
3469,5956-YHHRX,0.6777113772874674,0.32228862271253256,1
3083,8224-DWCKX,0.6772490483983301,0.3227509516016699,1
3711,5429-LWCMV,0.6771255651448967,0.32287443485510325,1
4539,0644-OQMDK,0.6768393441001334,0.32316065589986664,1
3614,8875-AKBYH,0.6765921949075556,0.3234078050924444,1
1464,1960-UYCNN,0.6764656974709398,0.32353430252906024,1
2535,4450-DLLMH,0.6754308346068254,0.3245691653931746,1
2751,2897-DOVND,0.6752541850465286,0.32474581495347143,1
3102,4395-PZMSN,0.6750860953162657,0.32491390468373427,1
2741,5288-AHOUP,0.6749466289645647,0.3250533710354353,1
180,9903-LYSAB,0.6739711648373423,0.3260288351626577,1
124,4482-EWFMI,0.6738948796592847,0.32610512034071526,1
167,6496-JDSSB,0.6730297607160062,0.3269702392839938,1
4586,1932-UEDCX,0.6730230544646604,0.3269769455353396,1
289,3597-MVHJT,0.6728437499036214,0.3271562500963786,1
2297,0396-YCHWO,0.6726961960691452,0.3273038039308548,1
3432,9717-QEBGU,0.6715562858271693,0.3284437141728307,1
2434,7284-BUYEC,0.6715116296487844,0.3284883703512156,1
3188,7394-LWLYN,0.6712611069694535,0.3287388930305465,1
4476,5119-KEPFY,0.6710696197226443,0.32893038027735566,1
1647,3420-ZDBMA,0.6702644631722956,0.3297355368277044,1
3504,6116-RFVHN,0.6700943905553329,0.32990560944466707,1
759,8242-SOQUO,0.6700700366958967,0.3299299633041033,1
4404,5271-DBYSJ,0.6696962183838407,0.33030378161615925,1
1807,9050-IKDZA,0.6664770411682684,0.33352295883173155,1
2475,4536-PLEQY,0.6660094320027433,0.3339905679972567,1
3655,5117-IFGPS,0.6659849277192171,0.33401507228078287,1
4240,9633-XQABV,0.6653319513911076,0.33466804860889243,1
4175,4983-CCWMC,0.664720113444999,0.33527988655500096,1
4227,4686-UXDML,0.6645275691889327,0.33547243081106726,1
3117,4029-HPFVY,0.6643125067154094,0.3356874932845906,1
1694,7245-NIIWQ,0.664297757170888,0.335702242829112,1
3992,6833-JMZYP,0.6637526760121716,0.3362473239878284,1
2860,4521-YEEHE,0.663689472858014,0.33631052714198595,1
4303,3370-HXOPH,0.6628910657480824,0.33710893425191757,1
894,6077-BDPXA,0.662850159811046,0.337149840188954,1
4415,4367-NHWMM,0.6627361919619971,0.33726380803800293,1
3828,1028-FFNJK,0.6623301612961197,0.33766983870388034,1
4826,6215-NQCPY,0.6616892113818573,0.3383107886181427,1
4233,5937-EORGB,0.6616223349520229,0.33837766504797706,1
982,7537-RBWEA,0.6615368072024315,0.33846319279756854,1
2409,7365-BVCJH,0.6612336030643435,0.33876639693565647,1
2825,7714-YXSMB,0.6610088374415148,0.33899116255848516,1
1156,3292-PBZEJ,0.6608618345581141,0.3391381654418859,1
4596,7823-JSOAG,0.6600835878800279,0.33991641211997214,1
243,5701-YVSVF,0.6596150105561149,0.34038498944388507,1
822,3312-UUMZW,0.6582898171436796,0.3417101828563204,1
468,4059-IIEBK,0.6573815677506877,0.3426184322493123,1
3537,5216-WASFJ,0.6572733288472873,0.3427266711527127,1
2155,2761-XECQW,0.6558433561869771,0.3441566438130229,1
384,6705-LXORM,0.6548796786356621,0.3451203213643379,1
3216,9133-AYJZG,0.6542824242266732,0.34571757577332685,1
2828,1194-HVAIF,0.6527644336637003,0.3472355663362997,1
1683,2135-DQWAQ,0.6523450999709343,0.34765490002906574,1
1862,0447-RXSGD,0.6518003606117065,0.34819963938829346,1
4515,9638-JIQYA,0.6510727943373442,0.3489272056626558,1
4458,4884-ZTHVF,0.6510558480809879,0.34894415191901207,1
3650,3703-KBKZP,0.6509073018113269,0.34909269818867306,1
1064,3211-AAPKX,0.6499737870475991,0.3500262129524009,1
2128,2187-PKZAY,0.6496408061641894,0.3503591938358106,1
933,1251-STYSZ,0.649025769443635,0.350974230556365,1
2191,8648-PFRMP,0.6488977561839328,0.35110224381606725,1
1581,5628-FCGYG,0.6487236054905976,0.3512763945094024,1
4276,8132-YPVBX,0.6478024875912289,0.35219751240877106,1
162,2504-DSHIH,0.6470923347492852,0.3529076652507148,1
4446,2959-FENLU,0.6470161424363189,0.3529838575636811,1
293,3951-NJCVI,0.6468364568973447,0.3531635431026553,1
3738,1746-TGTWV,0.6467230580800998,0.3532769419199002,1
1746,4559-UWIHT,0.6464603902692873,0.35353960973071274,1
1641,3496-LFSZU,0.6464208872687752,0.3535791127312248,1
751,7426-RHZGU,0.6453240578017525,0.3546759421982475,1
3005,5606-AMZBO,0.6452387780167493,0.35476122198325066,1
4950,0749-IRGQE,0.6449811652714529,0.3550188347285471,1
960,6198-ZFIOJ,0.6445129868280505,0.35548701317194953,1
2693,1016-DJTSV,0.6440644488576314,0.35593555114236863,1
4805,1104-TNLZA,0.6435461416124876,0.3564538583875124,1
1125,2984-AFWNC,0.6434366838818874,0.35656331611811265,1
498,2800-VEQXM,0.6413535572613386,0.3586464427386614,1
2772,8617-ENBDS,0.641246346326104,0.358753653673896,1
1885,9796-BPKIW,0.6409441370345434,0.35905586296545655,1
2792,3453-RTHJQ,0.6399590198755803,0.36004098012441965,1
3277,5453-AXEPF,0.6399580592958494,0.36004194070415063,1
3187,5599-HVLTW,0.6396092534696098,0.36039074653039016,1
1869,0722-SVSFK,0.6393818149743334,0.36061818502566656,1
2795,1508-DFXCU,0.6379353829777208,0.3620646170222792,1
5026,9129-UXERG,0.6375844800777049,0.36241551992229515,1
119,9167-APMXZ,0.6367296454012445,0.36327035459875545,1
598,4257-GAESD,0.6364405355048489,0.3635594644951511,1
431,6030-REHUX,0.6357431522812222,0.36425684771877775,1
5142,0928-XUTSN,0.6357133929185405,0.36428660708145955,1
490,5183-SNMJQ,0.6357125846215148,0.3642874153784852,1
1770,3771-PZOBW,0.6347460654175981,0.36525393458240185,1
342,8313-NDOIA,0.6330625811248689,0.3669374188751311,1
3781,0620-DLSLK,0.6319204536201541,0.36807954637984586,1
4926,4566-NECEV,0.6318193157249233,0.36818068427507666,1
313,5605-IYGFG,0.6316550735695826,0.3683449264304174,1
1232,0793-TWELN,0.6309610632404735,0.3690389367595265,1
897,4291-SHSBH,0.6301701817016702,0.36982981829832984,1
2063,3904-UKFRE,0.6300998283001181,0.3699001716998819,1
4871,1226-IENZN,0.6298831174784444,0.3701168825215556,1
4988,9572-WUKSB,0.6293450881666517,0.3706549118333483,1
1202,2439-LYPMQ,0.6291669009881395,0.37083309901186046,1
4296,2969-QWUBZ,0.6285606892932022,0.3714393107067978,1
4143,6542-LWGXJ,0.6284755877837827,0.37152441221621735,1
245,2739-CACDQ,0.628440476622165,0.37155952337783504,1
3191,0958-YHXGP,0.6283593441928743,0.3716406558071257,1
2019,3518-PZXZQ,0.6270772805101799,0.37292271948982014,1
4669,7718-RXDGG,0.6259929431620908,0.37400705683790925,1
4740,2809-ZMYOQ,0.6255645699056134,0.3744354300943866,1
3531,6175-IRFIT,0.6250507756963625,0.37494922430363753,1
2218,4770-UEZOX,0.6235042908770474,0.3764957091229526,1
205,4716-HHKQH,0.6228321036660509,0.3771678963339491,1
1539,4137-BTIKL,0.6225353457460078,0.3774646542539922,1
2405,3629-ZNKXA,0.6219135434401161,0.37808645655988393,1
801,4546-FOKWR,0.6214628116297994,0.37853718837020056,1
1259,6435-SRWBJ,0.62144593812269,0.37855406187731,1
4942,7315-WYOAW,0.6210637237427378,0.37893627625726223,1
4094,6918-UMQCG,0.6205438899113205,0.3794561100886795,1
1268,2081-VEYEH,0.6199289468082054,0.3800710531917946,1
859,6242-MBHPK,0.6193308324036916,0.3806691675963084,1
3629,3420-YJLQT,0.6191374737039108,0.3808625262960892,1
3232,8212-CRQXP,0.619107382672143,0.38089261732785695,1
1200,6267-DCFFZ,0.6170351507978442,0.3829648492021558,1
1832,1212-GLHMD,0.6164998446282899,0.3835001553717101,1
3345,1100-DDVRV,0.6161982178096215,0.3838017821903785,1
3415,4480-QQRHC,0.6156353968791912,0.3843646031208088,1
2688,2107-FBPTK,0.6151426840644096,0.38485731593559036,1
880,3916-NRPAP,0.6150906289860693,0.38490937101393075,1
849,0411-EZJZE,0.6138018880106075,0.38619811198939247,1
320,4360-PNRQB,0.6132633326960425,0.3867366673039575,1
948,6260-ONULR,0.6127250340307888,0.3872749659692112,1
612,3196-NVXLZ,0.6115195458344601,0.3884804541655399,1
4237,4583-PARNH,0.6110569344343204,0.3889430655656796,1
5063,7952-OBOYL,0.6110403143633408,0.38895968563665917,1
2569,7801-KICAO,0.610055105353847,0.389944894646153,1
224,8266-VBFQL,0.6095634975248022,0.3904365024751978,1
434,8270-RKSAP,0.6089918900064036,0.39100810999359636,1
2681,2203-GHNWN,0.6080777549658513,0.39192224503414874,1
4169,0147-ESWWR,0.6078949503069947,0.3921050496930053,1
1598,2038-OEQZH,0.6065629374349124,0.3934370625650876,1
797,1751-NCDLI,0.6061455661867955,0.3938544338132045,1
511,8040-MNRTF,0.6044257944563928,0.3955742055436072,1
360,4612-SSVHJ,0.6040295797922732,0.39597042020772677,1
755,3748-FVMZZ,0.6037177723926551,0.3962822276073449,1
1714,4238-JSSWH,0.6033741527345837,0.3966258472654163,1
1925,8325-QRPZR,0.603202394266736,0.39679760573326395,1
1927,2262-SLNVK,0.6029963162676544,0.3970036837323456,1
2127,0428-IKYCP,0.601658956444786,0.39834104355521405,1
2312,2468-SJFLM,0.6016523005157489,0.3983476994842511,1
1810,1475-VWVDO,0.6013505481577192,0.39864945184228084,1
4657,9921-QFQUL,0.6011249791871317,0.3988750208128683,1
4744,5339-PXDVH,0.6010362704121869,0.3989637295878131,1
4762,9494-MRNYX,0.6007356292270704,0.39926437077292964,1
4183,5399-ZIMKF,0.5999068966840422,0.4000931033159578,1
2943,0420-HLGXF,0.5997601056366333,0.4002398943633667,1
473,3003-CMDUU,0.5994143476767552,0.40058565232324483,1
2120,7517-LDMPS,0.5981996073866931,0.4018003926133069,1
3594,0899-LIIBW,0.5980236358490282,0.4019763641509718,1
2060,0581-MDMPW,0.597410985507374,0.40258901449262596,1
577,4718-DHSMV,0.5969358417557028,0.4030641582442972,1
2655,7011-CVEUC,0.5961235814695593,0.40387641853044065,1
727,5879-SESNB,0.5947185454762555,0.40528145452374453,1
1152,3223-DWFIO,0.5945832872068942,0.40541671279310576,1
5065,7853-OETYL,0.5937295850551573,0.40627041494484273,1
2510,5950-AAAGJ,0.5931756999690831,0.40682430003091685,1
4641,5442-BHQNG,0.5930974988051686,0.4069025011948314,1
1016,3717-OEAUQ,0.5925488125143188,0.4074511874856812,1
3864,4299-SIMNS,0.5923387495230368,0.4076612504769632,1
2149,0674-DGMAQ,0.5912889306885302,0.40871106931146983,1
3317,0225-ZORZP,0.5904512222502302,0.40954877774976983,1
2649,9552-TGUZV,0.5902214676258734,0.40977853237412665,1
526,1766-GKNMI,0.5894453289468328,0.41055467105316723,1
678,7508-SMHXL,0.5885290697801554,0.4114709302198446,1
2260,1666-JXLKU,0.5885023084909807,0.41149769150901927,1
3197,9208-OLGAQ,0.5880016743940499,0.41199832560595007,1
2277,3853-LYGAM,0.587809612524352,0.41219038747564796,1
4359,8035-PWSEV,0.587628258332826,0.41237174166717405,1
4750,9529-OFXHY,0.586997493726014,0.41300250627398605,1
4822,6339-YPSAH,0.5864039834294787,0.41359601657052125,1
1437,7442-YGZFK,0.5862928528370835,0.41370714716291646,1
3996,8490-BXHEO,0.5862655035146778,0.41373449648532223,1
3677,2694-CIUMO,0.5862570166656655,0.41374298333433446,1
4819,8709-KRDVL,0.5859762566586595,0.4140237433413405,1
280,6158-HDPXZ,0.58584976199689,0.41415023800311,1
1583,0248-IPDFW,0.5857217310804137,0.4142782689195863,1
2408,5482-VXSXJ,0.5853269135974781,0.4146730864025219,1
159,4195-NZGTA,0.5850794266837,0.41492057331629995,1
3368,0599-XNYDO,0.5850142787156346,0.4149857212843654,1
3669,7852-LECYP,0.584213803756651,0.415786196243349,1
2112,2740-TVLFN,0.5835077902886046,0.41649220971139544,1
1713,0869-PAPRP,0.5833257193525165,0.41667428064748346,1
2666,0491-KAPQG,0.5827804895346912,0.4172195104653088,1
3427,9895-VFOXH,0.5819733188047694,0.41802668119523057,1
2216,2209-XADXF,0.5815780408704018,0.41842195912959823,1
4807,3439-GVUSX,0.581519871326111,0.41848012867388895,1
1257,4854-CIDCF,0.5808359461558843,0.4191640538441157,1
5167,8456-QDAVC,0.5804766687969445,0.4195233312030555,1
42,0434-CSFON,0.5802472589368979,0.4197527410631021,1
3915,6078-VESFR,0.5802114255561989,0.41978857444380113,1
4705,2974-GGUXS,0.5795982173092528,0.42040178269074724,1
563,3966-HRMZA,0.5794645572919258,0.4205354427080742,1
5160,2823-LKABH,0.5790042223420947,0.4209957776579053,1
306,5233-AOZUF,0.5782893227510163,0.4217106772489837,1
2458,5043-TRZWM,0.578033320603003,0.42196667939699695,1
355,1304-BCCFO,0.5773785435059317,0.42262145649406835,1
3595,1384-RCUXW,0.5773684099745899,0.42263159002541006,1
1357,8356-WUAOJ,0.5773178340335094,0.42268216596649055,1
465,6464-KEXXH,0.5768888706624924,0.4231111293375076,1
2382,3082-VQXNH,0.5766079208348939,0.4233920791651061,1
4136,4619-EVPHY,0.5740102576412319,0.4259897423587681,1
2043,9506-UXUSK,0.5731857713880648,0.4268142286119352,1
1633,1302-UHBDD,0.5723679810237515,0.4276320189762485,1
551,1173-NOEYG,0.5721539337194749,0.42784606628052513,1
1316,5091-HFAZW,0.5717584638590367,0.4282415361409633,1
5002,7562-UXTPG,0.5715941593987296,0.4284058406012704,1
3499,3088-LHEFH,0.571574017126753,0.42842598287324696,1
2013,4236-UJPWO,0.5704842909295037,0.4295157090704963,1
4014,1833-TCXKK,0.5704391556086024,0.42956084439139763,1
3775,6034-YMTOB,0.5694563703246085,0.4305436296753915,1
2273,1777-JYQPJ,0.5690543422795339,0.4309456577204661,1
1338,2070-XYMFH,0.5682293375005409,0.43177066249945906,1
3262,6217-TOWGS,0.5681347240484208,0.4318652759515792,1
5036,5916-QEWPT,0.5670719235767283,0.4329280764232717,1
1155,1436-ZMJAN,0.5663966278189881,0.43360337218101186,1
1485,5989-PGKJB,0.5654052799102931,0.4345947200897069,1
1545,7422-WNBTY,0.565122115310865,0.434877884689135,1
2859,8104-OSKWT,0.564593666973191,0.435406333026809,1
1836,9588-OZDMQ,0.5643038165047165,0.4356961834952835,1
3613,8404-GFGCZ,0.5640454301420182,0.43595456985798176,1
2193,0258-NOKBL,0.5634764709781149,0.43652352902188507,1
1766,9822-OAOVB,0.5626844800543437,0.4373155199456563,1
5005,5626-MGTUK,0.5626434417948498,0.4373565582051502,1
2590,1335-NTIUC,0.5625727620110371,0.4374272379889629,1
1769,7318-EIVKO,0.5617084344799221,0.43829156552007786,1
903,3055-MJDSB,0.5609584150910402,0.43904158490895984,1
4955,5666-CYCYZ,0.5608967919299778,0.43910320807002223,1
5056,0682-USIXD,0.5603031143085345,0.4396968856914655,1
570,0139-IVFJG,0.5601930351093624,0.43980696489063764,1
4426,2325-NBPZG,0.5598927102820883,0.4401072897179117,1
2651,9643-YBLUR,0.5595437761446771,0.4404562238553229,1
4086,7658-UYUQS,0.5594742750511261,0.4405257249488739,1
2363,5501-TVMGM,0.5590686437498997,0.44093135625010027,1
4897,0674-EYYZV,0.5588214674598841,0.44117853254011585,1
3332,9274-UARKJ,0.5584478389434692,0.44155216105653083,1
4002,4998-IKFSE,0.5584428490406047,0.4415571509593953,1
929,4741-WWJQZ,0.5580756468479757,0.4419243531520243,1
2098,9743-DQKQW,0.5578134756361929,0.4421865243638071,1
4666,3384-CTMSF,0.5575817427722306,0.4424182572277694,1
539,9944-AEXBM,0.5561924909822773,0.4438075090177227,1
2380,5960-MVTUK,0.5559311110080918,0.4440688889919082,1
1571,8160-HOWOX,0.5554090775024046,0.44459092249759535,1
1931,6481-ESCNL,0.5552622427095438,0.44473775729045617,1
2410,9620-ENEJV,0.555172140849116,0.44482785915088396,1
3562,0921-OHLVP,0.5549590943829809,0.44504090561701914,1
2319,8903-WMRNW,0.5546710141973976,0.4453289858026024,1
2242,7924-GJZFI,0.5545747142786583,0.44542528572134166,1
2143,1658-TJVOA,0.5544990362828572,0.44550096371714276,1
3807,9840-EFJQB,0.5541038480244453,0.44589615197555466,1
2800,9773-PEQBZ,0.5534987368825666,0.44650126311743343,1
1726,2637-FKFSY,0.5529417905226913,0.4470582094773087,1
1461,5692-ICXLW,0.552162238346137,0.447837761653863,1
2435,2041-JIJCI,0.5511151925851023,0.44888480741489767,1
3288,1608-GMEWB,0.5506890421411168,0.4493109578588832,1
870,1346-UFHAX,0.5493971764961317,0.45060282350386827,1
2326,0581-BXBUB,0.5484865397037145,0.4515134602962855,1
2304,6692-YQHXC,0.5482271464242168,0.45177285357578323,1
1339,2085-BOJKI,0.5479090694310494,0.45209093056895056,1
3241,1482-OXZSY,0.5469485106105137,0.45305148938948625,1
3051,7278-CKDNC,0.5461772755809484,0.4538227244190516,1
4270,8695-ARGXZ,0.5460882539096643,0.4539117460903357,1
1470,3365-SAIGS,0.5458864599236902,0.4541135400763098,1
704,7567-ECMCM,0.5451487532160978,0.4548512467839022,1
1031,2373-NTKOD,0.5448044135714133,0.4551955864285867,1
70,2424-WVHPL,0.5447639218936287,0.45523607810637134,1
1199,5035-BVCXS,0.5445857964540278,0.4554142035459722,1
4668,6048-QBXKL,0.5442263524215417,0.4557736475784583,1
3656,7379-FNIUJ,0.5440244603039546,0.45597553969604543,1
3578,8993-IZEUX,0.5439673653852827,0.4560326346147173,1
2283,0315-LVCRK,0.5437494620270594,0.4562505379729406,1
4902,3588-WSTTJ,0.543512923683198,0.45648707631680197,1
4408,2080-GKCWQ,0.5427985863781997,0.45720141362180033,1
295,0177-PXBAT,0.5420457912387181,0.4579542087612819,1
1400,8563-OYMQY,0.5420088193894814,0.4579911806105186,1
4591,5331-RGMTT,0.5408224496689278,0.4591775503310722,1
558,6923-JHPMP,0.5407053397430261,0.45929466025697385,1
2229,5857-TYBCJ,0.5403466170457857,0.4596533829542143,1
4356,9355-NPPFS,0.5394574196400173,0.46054258035998275,1
2053,5533-NHFRF,0.5389332224345648,0.46106677756543524,1
1452,7967-HYCDE,0.5381490679481463,0.4618509320518537,1
237,6745-JEFZB,0.5370110558849861,0.4629889441150139,1
1241,9365-SRSZE,0.53651911085482,0.46348088914518004,1
4191,3312-ZWLGF,0.5361307903432773,0.46386920965672274,1
5088,9398-MMQTO,0.5357508696879495,0.4642491303120505,1
328,5886-VLQVU,0.5354960037525707,0.46450399624742933,1
1037,2692-BUCFV,0.5352982889537072,0.46470171104629276,1
